Method,Silhouette,DaviesBouldin,CalinskiHarabasz,Dunn,SDIndex,XieBeni
none,,,,,,
pca,,,,,,
umap,,,,,,
tcna,,,,,,
Euclidean_KMeans,-0.07654710219555048,2.780390421312975,36.22478267829189,0.04927335329104219,1.2060212924584701,18.18056912946341
DTW_KMeans,0.11502451979305449,2.2126953769600033,65.12561310494354,0.07616779959092895,1.1600057285654828,9.056395811751893
SoftDTW_KMeans,0.21483849428449164,2.164960609938713,87.5452293460517,0.07217928357105853,1.1066401665751835,7.752722373537497
KShape,-0.0029892241757242055,3.6133549309454938,20.097053812010113,0.04412159671252936,1.5052795816821642,37.94262742547551
DBA_KMeans,0.11502451979305449,2.2126953769600033,65.12561310494354,0.07616779959092895,1.1600057285654828,9.056395811751893
